Career,Category,InterestKeywords,Description,IdealAudience,EntryPaths,CoreSkills,ToolsTech,Roadmap,12WeekPlan
Data Analyst,Software & Data,"AI/ML, APIs, ETL, SQL, algorithms, analytics, automation, cloud, coding, dashboards, databases, debugging, version control","Data Analyst focuses on AI/ML, APIs, ETL, SQL, algorithms and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Business Intelligence Analyst,Software & Data,"AI/ML, APIs, ETL, SQL, algorithms, analytics, automation, cloud, coding, dashboards, databases, debugging, version control","Business Intelligence Analyst focuses on AI/ML, APIs, ETL, SQL, algorithms and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Data Scientist,AI & ML,"ETL, LLMs, MLOps, NLP, SQL, computer vision, dashboards, deep learning, ethics, evaluation, machine learning, modeling, statistics","Data Scientist focuses on ETL, LLMs, MLOps, NLP, SQL and delivers value through practical projects, collaboration, and measurable outcomes in the AI & ML domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Python, Statistics, ML Algorithms, Deep Learning, Data Prep, Evaluation, MLOps","NumPy/Pandas, scikit-learn, PyTorch/TF, Jupyter, Weights & Biases, Docker, Cloud GPUs","Explore: Brush up calculus, linear algebra, probability. | Learn: Implement classic ML; read key papers summaries weekly. | Build: Train baseline models; set up reproducible pipelines. | Specialize: Choose NLP, CV, or Recommenders; ship a demo. | Ops: Learn deployment, monitoring, and data drift handling. | Advance: Contribute to libraries; mentor; pursue research or applied leadership.","Week 1: Stats/linear algebra refresh; Python ML stack setup. | Week 2: Supervised learning; implement k-NN, linear/logistic regression from scratch. | Week 3: Trees/ensembles; Kaggle baseline. | Week 4: Neural nets intro; build an MLP on MNIST. | Week 5: CNNs or Transformers basics; replicate a tutorial paper. | Week 6: Data pipelines; experiment tracking. | Week 7: Project scoping; collect/clean data. | Week 8: Model training; hyperparameter search. | Week 9: Evaluation & ablation; produce a report. | Week 10: Deploy a minimal API with Docker. | Week 11: Add monitoring/feedback loops; ethics checklist. | Week 12: Final presentation & README polish; share publicly."
Machine Learning Engineer,AI & ML,"APIs, CI/CD, LLMs, MLOps, NLP, computer vision, deep learning, ethics, evaluation, machine learning, microservices, modeling, statistics","Machine Learning Engineer focuses on APIs, CI/CD, LLMs, MLOps, NLP and delivers value through practical projects, collaboration, and measurable outcomes in the AI & ML domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Python, Statistics, ML Algorithms, Deep Learning, Data Prep, Evaluation, MLOps","NumPy/Pandas, scikit-learn, PyTorch/TF, Jupyter, Weights & Biases, Docker, Cloud GPUs","Explore: Brush up calculus, linear algebra, probability. | Learn: Implement classic ML; read key papers summaries weekly. | Build: Train baseline models; set up reproducible pipelines. | Specialize: Choose NLP, CV, or Recommenders; ship a demo. | Ops: Learn deployment, monitoring, and data drift handling. | Advance: Contribute to libraries; mentor; pursue research or applied leadership.","Week 1: Stats/linear algebra refresh; Python ML stack setup. | Week 2: Supervised learning; implement k-NN, linear/logistic regression from scratch. | Week 3: Trees/ensembles; Kaggle baseline. | Week 4: Neural nets intro; build an MLP on MNIST. | Week 5: CNNs or Transformers basics; replicate a tutorial paper. | Week 6: Data pipelines; experiment tracking. | Week 7: Project scoping; collect/clean data. | Week 8: Model training; hyperparameter search. | Week 9: Evaluation & ablation; produce a report. | Week 10: Deploy a minimal API with Docker. | Week 11: Add monitoring/feedback loops; ethics checklist. | Week 12: Final presentation & README polish; share publicly."
LLM Engineer,AI & ML,"APIs, CI/CD, LLMs, MLOps, NLP, computer vision, deep learning, ethics, evaluation, machine learning, microservices, modeling, statistics","LLM Engineer focuses on APIs, CI/CD, LLMs, MLOps, NLP and delivers value through practical projects, collaboration, and measurable outcomes in the AI & ML domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Python, Statistics, ML Algorithms, Deep Learning, Data Prep, Evaluation, MLOps","NumPy/Pandas, scikit-learn, PyTorch/TF, Jupyter, Weights & Biases, Docker, Cloud GPUs","Explore: Brush up calculus, linear algebra, probability. | Learn: Implement classic ML; read key papers summaries weekly. | Build: Train baseline models; set up reproducible pipelines. | Specialize: Choose NLP, CV, or Recommenders; ship a demo. | Ops: Learn deployment, monitoring, and data drift handling. | Advance: Contribute to libraries; mentor; pursue research or applied leadership.","Week 1: Stats/linear algebra refresh; Python ML stack setup. | Week 2: Supervised learning; implement k-NN, linear/logistic regression from scratch. | Week 3: Trees/ensembles; Kaggle baseline. | Week 4: Neural nets intro; build an MLP on MNIST. | Week 5: CNNs or Transformers basics; replicate a tutorial paper. | Week 6: Data pipelines; experiment tracking. | Week 7: Project scoping; collect/clean data. | Week 8: Model training; hyperparameter search. | Week 9: Evaluation & ablation; produce a report. | Week 10: Deploy a minimal API with Docker. | Week 11: Add monitoring/feedback loops; ethics checklist. | Week 12: Final presentation & README polish; share publicly."
MLOps Engineer,AI & ML,"APIs, CI/CD, LLMs, MLOps, NLP, computer vision, deep learning, ethics, evaluation, machine learning, microservices, modeling, statistics","MLOps Engineer focuses on APIs, CI/CD, LLMs, MLOps, NLP and delivers value through practical projects, collaboration, and measurable outcomes in the AI & ML domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Python, Statistics, ML Algorithms, Deep Learning, Data Prep, Evaluation, MLOps","NumPy/Pandas, scikit-learn, PyTorch/TF, Jupyter, Weights & Biases, Docker, Cloud GPUs","Explore: Brush up calculus, linear algebra, probability. | Learn: Implement classic ML; read key papers summaries weekly. | Build: Train baseline models; set up reproducible pipelines. | Specialize: Choose NLP, CV, or Recommenders; ship a demo. | Ops: Learn deployment, monitoring, and data drift handling. | Advance: Contribute to libraries; mentor; pursue research or applied leadership.","Week 1: Stats/linear algebra refresh; Python ML stack setup. | Week 2: Supervised learning; implement k-NN, linear/logistic regression from scratch. | Week 3: Trees/ensembles; Kaggle baseline. | Week 4: Neural nets intro; build an MLP on MNIST. | Week 5: CNNs or Transformers basics; replicate a tutorial paper. | Week 6: Data pipelines; experiment tracking. | Week 7: Project scoping; collect/clean data. | Week 8: Model training; hyperparameter search. | Week 9: Evaluation & ablation; produce a report. | Week 10: Deploy a minimal API with Docker. | Week 11: Add monitoring/feedback loops; ethics checklist. | Week 12: Final presentation & README polish; share publicly."
AI Product Manager,Product & UX,"A/B testing, MVP, OKRs, PRD, backlog, design thinking, prioritization, product-market fit, roadmaps, stakeholder management, stakeholders, user research","AI Product Manager focuses on A/B testing, MVP, OKRs, PRD, backlog and delivers value through practical projects, collaboration, and measurable outcomes in the Product & UX domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Discovery, Prioritization, Spec Writing, Analytics, Communication, UX Fundamentals, Experimentation","Jira, Notion, Figma, Amplitude/GA4, Looker, Excel, Miro",Explore: Learn product fundamentals and mental models. | Research: Practice discovery interviews and mapping jobs-to-be-done. | Build: Write PRDs; partner with design/engineering to ship MVPs. | Measure: Define metrics and dashboards; run experiments. | Scale: Create roadmaps and communicate strategy across stakeholders. | Advance: Lead multi-team initiatives; mentor associate PMs.,Week 1: Learn product frameworks; analyze 3 products. | Week 2: Interview 5 users; synthesize insights. | Week 3: Draft a PRD; define success metrics. | Week 4: Wireframes in Figma; scope MVP. | Week 5: Partner with engineering to estimate and plan. | Week 6: Ship a prototype; collect feedback. | Week 7: A/B test one hypothesis; instrument analytics. | Week 8: Iterate based on data; update roadmap. | Week 9: Stakeholder review; risks & dependencies. | Week 10: Launch v1; measure impact. | Week 11: Post-launch review; write a memo. | Week 12: Present portfolio case study.
Prompt Engineer,AI & ML,"APIs, CI/CD, LLMs, MLOps, NLP, computer vision, deep learning, ethics, evaluation, machine learning, microservices, modeling, statistics","Prompt Engineer focuses on APIs, CI/CD, LLMs, MLOps, NLP and delivers value through practical projects, collaboration, and measurable outcomes in the AI & ML domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Python, Statistics, ML Algorithms, Deep Learning, Data Prep, Evaluation, MLOps","NumPy/Pandas, scikit-learn, PyTorch/TF, Jupyter, Weights & Biases, Docker, Cloud GPUs","Explore: Brush up calculus, linear algebra, probability. | Learn: Implement classic ML; read key papers summaries weekly. | Build: Train baseline models; set up reproducible pipelines. | Specialize: Choose NLP, CV, or Recommenders; ship a demo. | Ops: Learn deployment, monitoring, and data drift handling. | Advance: Contribute to libraries; mentor; pursue research or applied leadership.","Week 1: Stats/linear algebra refresh; Python ML stack setup. | Week 2: Supervised learning; implement k-NN, linear/logistic regression from scratch. | Week 3: Trees/ensembles; Kaggle baseline. | Week 4: Neural nets intro; build an MLP on MNIST. | Week 5: CNNs or Transformers basics; replicate a tutorial paper. | Week 6: Data pipelines; experiment tracking. | Week 7: Project scoping; collect/clean data. | Week 8: Model training; hyperparameter search. | Week 9: Evaluation & ablation; produce a report. | Week 10: Deploy a minimal API with Docker. | Week 11: Add monitoring/feedback loops; ethics checklist. | Week 12: Final presentation & README polish; share publicly."
Cybersecurity Analyst,Software & Data,"AI/ML, APIs, ETL, SQL, algorithms, analytics, automation, cloud, coding, dashboards, databases, debugging, version control","Cybersecurity Analyst focuses on AI/ML, APIs, ETL, SQL, algorithms and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Penetration Tester,Software & Data,"AI/ML, APIs, algorithms, analytics, automation, cloud, coding, databases, debugging, version control","Penetration Tester focuses on AI/ML, APIs, algorithms, analytics, automation and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Digital Forensics Analyst,Software & Data,"AI/ML, APIs, ETL, SQL, algorithms, analytics, automation, cloud, coding, dashboards, databases, debugging, version control","Digital Forensics Analyst focuses on AI/ML, APIs, ETL, SQL, algorithms and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
QA Engineer,Software & Data,"AI/ML, APIs, CI/CD, algorithms, analytics, automation, cloud, coding, databases, debugging, microservices, version control","QA Engineer focuses on AI/ML, APIs, CI/CD, algorithms, analytics and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
QA Automation Engineer,Software & Data,"AI/ML, APIs, CI/CD, algorithms, analytics, automation, cloud, coding, databases, debugging, microservices, version control","QA Automation Engineer focuses on AI/ML, APIs, CI/CD, algorithms, analytics and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Embedded Systems Engineer,Software & Data,"AI/ML, APIs, CI/CD, algorithms, analytics, automation, cloud, coding, databases, debugging, microservices, version control","Embedded Systems Engineer focuses on AI/ML, APIs, CI/CD, algorithms, analytics and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
